Customer ID,Credit Limit,Utilisation %,Avg Payment Ratio,Min Due Paid Frequency,Merchant Mix Index,Cash Withdrawal %,Recent Spend Change %,DPD Bucket Next Month
C2361,32300,18,98,12,0.71,23,13,0
C2362,21200,35,50,28,0.59,27,9,0
C2363,39900,20,54,0,0.61,17,28,0
C2364,20000,7,90,50,0.5,30,30,0
C2365,30400,90,0,2,0.57,38,13,0
C2366,58500,4,89,45,0.68,20,1,0
C2367,86000,33,87,26,1.0,10,14,0
C2368,47000,62,57,18,0.62,36,8,0
C2369,33200,46,68,42,0.72,9,17,0
C2370,38600,72,79,22,0.45,13,-2,0
C2371,20000,88,26,50,0.94,0,2,0
C2372,75700,58,98,13,0.65,0,-12,1
C2373,47000,42,30,47,0.81,14,34,0
C2374,80200,90,0,0,0.39,35,-35,0
C2375,53100,13,46,8,0.76,0,10,0
C2376,39700,21,100,10,0.69,14,-11,0
C2377,39800,74,47,0,0.7,0,-19,0
C2378,50900,44,30,86,0.43,42,-17,1
C2379,20000,64,14,8,0.52,1,-26,0
C2380,32500,63,9,41,0.45,3,27,1
C2381,34800,89,9,12,0.43,20,-36,1
C2382,72800,90,81,39,0.39,11,-35,1
C2383,39900,68,0,64,0.6,37,-18,2
C2384,27400,41,72,41,0.81,30,-28,0
C2385,40000,42,31,13,0.74,0,-29,0
C2386,20100,0,100,15,0.35,16,36,0
C2387,43100,75,37,62,0.57,8,-30,0
C2388,36400,46,44,0,0.59,33,13,0
C2389,38400,28,76,30,0.64,11,-21,0
C2390,58500,61,30,16,0.54,23,44,0
C2391,37400,76,8,0,0.93,0,13,0
C2392,41300,19,69,34,0.66,0,2,0
C2393,41900,28,93,0,0.57,28,-10,0
C2394,69200,20,92,0,0.59,0,-14,0
C2395,33900,82,23,44,0.6,34,-15,1
C2396,23300,91,4,34,0.74,8,18,0
C2397,22500,93,0,75,0.78,34,1,0
C2398,56800,76,0,0,0.95,60,-28,0
C2399,47700,0,100,48,0.69,0,-18,0
C2400,35900,55,15,0,0.58,16,-17,0
C2401,20000,54,35,25,0.93,61,-1,0
C2402,52300,47,61,62,0.88,18,-20,0
C2403,23500,68,21,7,0.63,14,27,0
C2404,43600,55,71,41,0.58,20,-8,0
C2405,59500,15,58,47,0.4,66,-7,0
C2406,25900,50,50,67,0.74,11,18,0
C2407,39600,60,70,32,0.97,23,-18,0
C2408,88600,51,89,27,0.91,12,-30,0
C2409,29800,89,75,69,0.16,65,-2,3
C2410,29600,86,0,5,0.78,25,-4,0
C2411,26600,19,71,42,0.6,2,-9,0
C2412,35400,61,63,42,0.69,48,3,0
C2413,27100,20,100,0,0.82,15,7,0
C2414,32400,28,78,39,0.97,37,7,0
C2415,69100,32,73,69,0.47,43,-32,0
C2416,33000,49,71,91,0.62,62,-50,2
C2417,37800,0,100,26,0.98,45,5,0
C2418,58300,29,100,0,0.76,19,-42,0
C2419,36800,24,78,18,0.37,24,1,0
C2420,28800,18,87,23,0.72,6,-29,0
C2421,29300,59,26,70,1.0,0,-42,0
C2422,38100,85,0,50,0.77,20,2,0
C2423,103000,33,75,35,0.56,46,11,0
C2424,25300,64,31,0,0.87,30,-29,0
C2425,74700,40,69,29,0.73,0,-48,0
C2426,47700,69,81,88,0.4,40,-29,2
C2427,52600,65,32,16,0.83,22,1,0
C2428,63500,81,0,53,0.42,49,-14,2
C2429,37500,25,86,85,0.69,0,-8,0
C2430,46200,33,55,41,0.51,32,-11,1
C2431,24800,98,24,28,0.72,0,32,0
C2432,47300,42,31,0,0.34,2,-41,1
C2433,24800,72,0,98,0.71,90,0,3
C2434,78100,71,32,21,0.96,49,-8,0
C2435,24500,64,71,32,0.33,59,-60,2
C2436,20000,75,49,11,0.86,12,-18,0
C2437,37300,0,100,52,0.9,0,8,0
C2438,20000,88,7,13,0.44,10,4,0
C2439,23500,93,22,31,0.54,2,6,0
C2440,37800,67,29,28,0.6,32,-30,0
C2441,20000,60,47,75,0.89,0,-15,0
C2442,72900,100,13,87,0.47,3,1,0
C2443,38300,27,63,0,0.63,20,14,0
C2444,46300,23,87,30,0.58,31,-18,1
C2445,39500,76,47,44,0.68,67,9,0
C2446,57000,32,94,48,0.78,14,-1,0
C2447,47600,2,100,16,0.63,24,-4,0
C2448,33700,64,0,25,0.46,0,-13,0
C2449,21500,9,100,0,0.68,0,17,0
C2450,64500,33,77,0,0.57,0,50,0
C2451,36800,61,39,5,0.86,17,4,0
C2452,52200,85,10,77,0.64,54,-16,2
C2453,46900,23,88,71,0.7,36,14,0
C2454,45600,31,50,3,0.77,17,16,0
C2455,31400,19,65,14,0.63,7,18,0
C2456,47000,57,42,88,0.78,44,-22,0
C2457,29100,60,52,31,0.92,25,0,0
C2458,20000,44,33,12,0.8,11,24,0
C2459,39500,74,2,0,0.63,0,-20,0
C2460,64900,45,46,50,0.9,18,3,0
C2461,50300,86,0,70,0.62,50,-12,3
C2462,61600,100,13,32,0.4,68,7,1
C2463,49000,28,32,9,0.63,74,-2,0
C2464,43000,20,89,8,0.56,36,51,0
C2465,53100,41,89,67,0.6,0,-7,0
C2466,85600,40,39,3,0.78,67,-16,0
C2467,38000,82,28,39,0.7,29,32,0
C2468,31800,32,65,37,0.6,2,27,0
C2469,42400,63,32,47,0.83,57,22,0
C2470,58000,42,56,66,0.79,0,-6,0
C2471,68700,40,48,7,0.42,39,-39,0
C2472,42100,28,34,50,0.23,54,-45,2
C2473,33000,84,0,49,0.24,16,26,2
C2474,20000,90,0,31,0.65,9,-9,0
C2475,20000,82,16,45,0.97,32,7,0
C2476,24000,63,47,52,0.64,50,-14,1
C2477,61800,0,94,20,0.7,49,-20,0
C2478,33600,45,46,7,0.54,23,-31,1
C2479,28800,88,20,33,0.81,5,-23,0
C2480,20000,100,0,62,0.57,33,-80,1
C2481,50300,21,77,0,0.96,38,-3,0
C2482,58800,36,85,53,0.32,19,3,1
C2483,20000,91,0,43,0.68,27,25,2
C2484,29200,63,44,0,0.66,59,-23,0
C2485,21100,5,62,16,0.68,0,5,0
C2486,20700,38,44,32,0.31,64,-65,3
C2487,20000,94,6,45,0.65,15,42,0
C2488,33400,57,24,59,0.6,25,8,1
C2489,22100,95,28,46,0.74,0,0,0
C2490,42500,61,19,0,0.5,21,-26,0
C2491,51300,36,66,0,0.77,17,19,0
C2492,26600,16,82,0,0.55,8,34,0
C2493,30300,24,82,41,0.45,0,26,0
C2494,88300,61,10,77,0.77,24,-7,0
C2495,54100,79,48,31,0.66,8,-32,0
C2496,20000,73,0,55,0.72,0,27,0
C2497,56100,25,66,53,0.59,25,32,0
C2498,33200,97,12,10,0.67,64,-5,1
C2499,38900,91,0,43,0.28,56,-52,3
C2500,23600,30,58,59,0.84,22,1,0
C2501,34200,66,91,19,0.61,30,-62,1
C2502,85100,68,19,65,0.6,0,-7,0
C2503,20000,60,46,13,0.58,56,5,0
C2504,47700,52,81,88,0.64,61,34,2
C2505,40100,63,27,79,0.5,0,-39,0
C2506,20000,61,69,20,0.92,0,-36,0
C2507,20000,55,77,31,0.54,21,-36,1
C2508,29900,55,68,32,0.81,48,24,0
C2509,35900,34,73,61,0.52,0,2,1
C2510,20000,65,3,22,0.6,67,-17,1
C2511,36600,6,57,72,0.54,0,-2,0
C2512,45400,4,44,100,0.53,47,-28,1
C2513,40000,98,5,13,0.84,26,-30,0
C2514,20000,70,0,0,0.56,24,20,0
C2515,32300,100,37,63,1.0,0,2,0
C2516,28400,87,68,97,0.7,6,-50,2
C2517,25600,81,40,19,0.59,0,-19,0
C2518,28900,65,40,25,1.0,0,4,0
C2519,51900,42,64,32,0.57,22,11,0
C2520,67100,31,83,25,0.49,0,4,0
C2521,50800,93,20,20,0.49,0,-7,0
C2522,27100,26,59,0,0.64,0,-3,0
C2523,23100,26,86,59,0.72,21,7,0
C2524,20100,61,33,0,0.69,15,-1,0
C2525,49300,60,74,16,0.54,18,41,1
C2526,20000,66,22,93,0.74,0,-8,0
C2527,23500,29,85,56,0.87,4,24,0
C2528,23000,91,0,77,0.32,83,-58,2
C2529,50400,85,5,13,0.62,27,21,0
C2530,30400,58,0,93,0.28,71,-20,3
C2531,55700,0,72,49,0.8,0,-17,0
C2532,25100,37,45,9,0.59,5,-49,1
C2533,33300,17,57,0,0.34,0,2,0
C2534,41300,32,45,0,0.52,5,-12,0
C2535,29900,92,21,0,0.75,59,7,0
C2536,33800,57,17,9,0.54,48,-1,1
C2537,34900,88,0,0,0.68,0,-13,0
C2538,55000,89,24,37,0.52,25,43,0
C2539,20000,4,37,2,0.73,0,-44,0
C2540,20800,58,33,27,0.73,25,44,0
C2541,33200,47,80,16,0.68,4,-23,0
C2542,35100,72,41,31,0.61,2,-20,0
C2543,47300,62,8,43,0.5,71,0,1
C2544,49900,66,18,26,0.77,38,12,0
C2545,23000,49,41,23,0.69,0,-23,0
C2546,46800,64,46,9,1.0,69,13,0
C2547,52200,45,78,9,0.78,62,-16,0
C2548,25200,15,65,27,0.83,16,23,0
C2549,66100,30,47,25,0.86,0,-21,0
C2550,25700,35,54,55,0.95,32,12,0
C2551,45800,9,97,0,0.63,40,-15,0
C2552,23800,84,16,18,0.88,1,32,0
C2553,40200,66,95,55,0.27,29,-12,1
C2554,44700,78,23,66,0.36,61,-28,2
C2555,33300,33,59,22,0.73,0,-46,0
C2556,69000,100,0,41,0.52,61,-52,2
C2557,21600,60,42,78,0.85,28,1,0
C2558,28500,14,86,58,0.8,0,-13,0
C2559,40100,91,0,0,0.91,54,-31,0
C2560,38700,45,61,35,0.79,0,-34,0
C2561,40100,44,78,31,0.47,44,-46,1
C2562,45200,57,51,36,0.69,10,-25,0
C2563,66500,39,66,39,0.49,40,0,0
C2564,54100,49,50,12,0.67,57,0,0
C2565,22400,63,29,53,0.67,5,-8,0
C2566,20000,49,60,12,0.52,0,16,0
C2567,38800,22,88,7,0.69,54,-23,0
C2568,77500,66,29,32,0.69,25,4,0
C2569,38500,57,47,18,0.29,33,-40,1
C2570,50400,100,92,100,0.21,29,-29,2
C2571,65700,61,21,5,0.93,18,-11,0
C2572,41100,61,31,21,0.66,41,-24,2
C2573,34000,62,43,0,0.6,1,3,0
C2574,30000,88,31,24,0.9,39,-1,0
C2575,64500,39,94,31,0.52,53,-5,0
C2576,52600,27,48,14,0.69,0,-13,0
C2577,28700,100,0,92,0.13,37,-82,3
C2578,46700,39,60,77,0.78,6,5,0
C2579,42000,17,84,18,0.71,40,-34,0
C2580,49900,34,79,37,0.59,39,-27,0
C2581,30500,6,77,54,0.56,32,30,0
C2582,20000,30,60,0,0.43,20,-24,1
C2583,52700,64,39,52,0.63,0,-3,0
C2584,23200,23,74,0,0.8,32,-30,0
C2585,56600,82,3,0,0.97,7,-5,0
C2586,53900,41,59,10,0.83,0,2,0
C2587,23000,6,80,69,0.82,26,-25,0
C2588,20000,56,34,47,0.46,38,-42,0
C2589,64600,0,67,86,0.84,15,5,0
C2590,20000,5,80,35,0.83,24,-20,0
C2591,36800,64,17,60,0.72,15,-23,1
C2592,34700,24,50,26,0.71,26,18,1
C2593,109700,70,27,20,0.7,0,26,0
C2594,20500,93,0,40,0.42,16,44,0
C2595,20000,0,85,29,0.59,70,22,0
C2596,56300,87,20,27,0.98,27,59,0
C2597,20000,38,83,32,0.57,29,24,0
C2598,44100,8,98,11,0.66,18,20,0
C2599,47700,36,62,49,0.77,58,7,0
C2600,20200,93,40,14,0.78,15,-11,0
C2601,26200,39,61,8,0.57,0,6,0
C2602,38800,57,40,36,0.6,24,-20,0
C2603,46600,58,23,0,0.81,13,2,0
C2604,20000,40,95,10,0.7,60,-23,0
C2605,36800,53,25,22,0.95,8,0,0
C2606,42600,46,38,4,0.63,31,-22,0
C2607,39200,29,56,19,0.61,11,-5,0
C2608,24600,93,47,35,0.63,28,-20,0
C2609,24800,53,55,0,0.67,12,12,0
C2610,43700,54,46,0,0.65,51,23,0
C2611,30700,83,9,74,0.43,54,41,1
C2612,32100,0,82,0,0.8,21,-34,0
C2613,57000,32,75,28,0.6,0,31,0
C2614,26700,38,72,42,0.74,0,-28,0
C2615,39600,41,60,32,0.73,10,18,0
C2616,21200,0,100,0,0.71,11,-30,0
C2617,35300,30,74,42,0.69,0,-13,0
C2618,81900,64,37,50,0.79,21,0,0
C2619,53700,15,51,44,0.33,66,-34,1
C2620,20200,64,21,67,0.5,63,-2,0
C2621,54400,65,23,43,0.77,16,-11,1
C2622,36500,58,92,53,0.45,46,-19,1
C2623,39100,37,36,40,0.57,0,-13,0
C2624,77800,71,0,47,0.53,51,-44,2
C2625,21000,32,100,81,0.65,0,-5,0
C2626,54900,48,25,0,0.17,51,-52,2
C2627,46200,0,97,22,0.7,26,-39,0
C2628,55500,50,43,62,0.84,21,13,0
C2629,45100,31,35,68,0.75,53,-30,0
C2630,43900,84,25,11,0.7,44,-31,0
C2631,38800,41,59,0,0.64,12,8,0
C2632,49500,94,37,26,0.7,0,32,0
C2633,20000,48,71,35,1.0,0,-24,0
C2634,42100,75,39,0,0.56,27,29,0
C2635,31000,29,83,30,0.96,22,10,0
C2636,67900,50,38,12,0.69,23,23,0
C2637,86300,41,42,76,0.39,69,13,2
C2638,32000,21,71,12,0.82,32,-10,0
C2639,23600,35,31,64,0.37,32,-36,2
C2640,36000,54,0,25,0.49,37,1,0
C2641,30600,38,54,0,0.63,0,-21,0
C2642,56400,67,62,14,0.77,0,-25,0
C2643,56000,72,11,38,0.48,49,-6,1
C2644,46200,19,100,12,0.65,0,0,0
C2645,20000,46,15,19,0.76,8,47,0
C2646,99200,47,35,8,0.64,0,-2,0
C2647,71300,50,14,37,0.35,48,-41,2
C2648,22400,35,42,65,0.94,16,-1,0
C2649,31700,52,42,9,1.0,54,-9,0
C2650,40700,33,38,27,0.18,17,-5,0
C2651,30300,22,61,39,0.79,26,-11,0
C2652,60900,19,89,15,0.39,51,4,0
C2653,27200,40,91,39,0.53,41,-50,0
C2654,20000,21,85,0,0.6,0,0,0
C2655,100100,9,68,16,0.79,0,-12,0
C2656,31500,75,27,0,0.93,10,18,0
C2657,53400,75,94,52,0.58,0,26,1
C2658,22800,76,56,32,0.56,25,27,1
C2659,20000,36,75,17,0.8,9,-46,0
C2660,27700,5,86,45,0.5,13,32,0
C2661,20000,36,80,51,0.72,0,-24,0
C2662,64200,69,61,11,0.68,40,-23,1
C2663,22700,42,67,6,0.73,0,2,0
C2664,95000,62,31,29,0.77,52,23,0
C2665,35100,49,20,66,0.82,0,-41,0
C2666,46500,23,73,27,0.52,3,33,0
C2667,25100,34,35,12,0.94,21,-19,0
C2668,48500,75,8,66,0.66,1,-16,0
C2669,53400,23,78,7,0.62,25,21,0
C2670,30300,29,43,52,0.87,0,-7,0
C2671,33300,91,0,19,0.57,68,-5,0
C2672,55400,73,8,29,0.65,0,-26,0
C2673,24700,12,73,38,0.4,0,-6,0
C2674,55400,70,6,34,0.77,0,10,0
C2675,20900,64,19,7,0.8,34,-21,1
C2676,29700,70,32,70,0.74,0,9,0
C2677,20000,23,78,0,0.84,22,-18,0
C2678,20000,36,56,23,0.84,65,5,0
C2679,33700,26,51,37,0.8,13,-12,0
C2680,47200,45,45,37,0.74,0,-15,0
C2681,124000,53,24,10,0.68,0,-17,0
C2682,61500,57,12,61,0.41,0,-15,1
C2683,94200,0,100,40,0.6,22,0,0
C2684,34700,40,43,45,0.8,19,-7,0
C2685,42900,36,36,41,0.89,0,4,0
C2686,50400,62,20,55,0.71,19,21,0
C2687,23700,0,100,69,0.8,3,23,0
C2688,37900,100,0,0,0.85,0,-40,0
C2689,109500,77,24,26,0.71,7,-12,0
C2690,25800,55,76,33,0.52,16,13,0
C2691,33200,96,5,45,0.63,11,-3,0
C2692,42300,60,94,23,0.78,39,-19,0
C2693,26000,33,65,16,0.91,23,7,0
C2694,113900,75,14,1,0.54,19,-32,0
C2695,20000,100,0,93,0.26,66,-31,2
C2696,20000,75,11,74,0.66,16,-17,0
C2697,30800,92,12,24,0.75,33,7,0
C2698,36200,71,65,22,0.71,2,-15,0
C2699,81400,41,39,23,0.58,31,15,0
C2700,27500,60,68,23,0.56,52,-31,0
C2701,20000,64,31,64,0.84,0,-9,0
C2702,62700,39,33,100,0.4,61,20,3
C2703,122100,75,13,30,0.84,8,-4,0
C2704,46600,0,100,30,0.92,67,-10,0
C2705,20000,95,8,19,0.78,0,13,0
C2706,43900,75,0,24,0.54,60,-34,1
C2707,20900,16,68,0,0.53,4,-20,0
C2708,84100,2,74,0,0.85,26,-4,0
C2709,41600,35,90,23,0.51,0,5,0
C2710,54100,53,42,41,0.87,10,-49,0
C2711,38000,17,75,0,0.55,25,4,0
C2712,53500,46,58,25,0.72,0,-76,0
C2713,25200,32,86,3,0.58,7,-4,0
C2714,20000,12,89,10,0.57,0,22,0
C2715,44600,86,23,0,0.92,33,-13,0
C2716,98500,11,100,59,0.39,0,-33,0
C2717,47300,51,69,2,0.79,0,13,0
C2718,25800,92,0,99,0.33,51,-40,3
C2719,63300,32,89,57,0.44,41,-9,1
C2720,20000,66,37,24,0.61,59,-23,0
C2721,20000,53,51,36,0.69,43,-28,1
C2722,29200,87,0,67,0.82,34,-17,1
C2723,80900,94,0,57,0.53,34,21,1
C2724,20000,46,46,5,0.87,0,-18,0
C2725,35900,48,6,24,0.7,26,17,0
C2726,20000,33,62,0,1.0,24,62,0
C2727,29900,36,13,45,0.81,68,26,0
C2728,40800,49,42,44,0.38,25,-22,0
C2729,28900,34,68,4,0.84,10,7,0
C2730,35800,76,55,48,0.88,26,-27,0
C2731,35200,48,53,22,0.6,0,-54,0
C2732,20000,54,13,26,0.59,72,-34,0
C2733,28900,84,22,0,0.53,25,23,0
C2734,26200,84,80,52,0.28,39,-14,2
C2735,20600,90,0,89,0.49,81,-4,2
C2736,88200,21,88,5,0.6,37,25,1
C2737,54000,87,0,87,0.31,61,-65,3
C2738,30900,59,37,1,0.76,15,53,0
C2739,44400,55,99,63,0.7,59,-16,2
C2740,37200,70,72,10,0.77,0,43,0
C2741,54000,62,27,0,0.63,26,-21,0
C2742,28000,34,47,0,0.48,1,37,0
C2743,36200,46,14,20,0.81,57,-52,0
C2744,42800,28,92,56,0.84,62,30,0
C2745,68900,33,72,76,0.71,20,-12,0
C2746,20000,97,6,49,0.7,43,40,1
C2747,38600,61,55,53,0.85,32,7,0
C2748,32000,45,53,0,0.7,1,-34,0
C2749,30400,62,38,36,0.39,58,-12,1
C2750,21400,45,56,61,0.62,8,21,0
C2751,55600,18,80,9,0.65,2,-18,0
C2752,20000,16,81,13,0.74,59,0,0
C2753,69000,3,80,14,0.8,24,16,0
C2754,33500,92,0,1,0.94,21,20,0
C2755,44300,53,14,49,0.3,41,42,2
C2756,80400,28,67,86,0.3,0,6,0
C2757,80000,97,7,16,0.59,23,-7,0
C2758,28000,55,90,42,0.43,46,-51,1
C2759,48700,3,100,19,0.53,0,19,0
C2760,101300,0,100,61,0.54,57,-17,0
C2761,20000,36,88,0,0.67,52,16,0
C2762,26100,34,60,5,0.72,82,-41,0
C2763,98400,30,62,6,0.68,51,-5,0
C2764,76500,84,18,55,0.65,16,6,0
C2765,74000,41,22,36,0.86,14,22,0
C2766,20000,80,0,100,0.7,32,-50,2
C2767,41400,38,73,37,0.7,33,-16,0
C2768,50500,55,32,73,0.96,0,-3,0
C2769,22600,29,40,26,0.65,16,-17,0
C2770,32500,90,0,56,0.92,0,21,0
C2771,27900,40,79,5,0.72,0,33,0
C2772,37700,38,16,1,0.24,22,-19,0
C2773,25600,69,83,3,0.53,17,-12,1
C2774,20000,0,90,6,0.69,3,-40,0
C2775,24100,43,47,39,0.47,10,-4,0
C2776,27400,6,96,19,0.6,30,-4,0
C2777,39100,60,42,42,1.0,29,4,0
C2778,20500,63,62,64,0.85,21,-6,0
C2779,26000,34,30,36,0.66,21,31,0
C2780,43600,90,9,0,0.52,18,-11,0
C2781,20000,57,67,80,0.68,34,-22,0
C2782,45000,41,88,49,0.55,47,11,1
C2783,30900,81,0,62,0.35,57,-7,3
C2784,41100,100,20,21,0.77,0,7,1
C2785,32700,26,92,24,0.23,66,42,1
C2786,30100,50,72,0,0.91,0,22,0
C2787,20000,94,13,83,0.67,51,-40,2
C2788,39900,100,0,13,0.82,24,-66,0
C2789,35000,70,24,62,0.36,62,-23,2
C2790,32100,59,88,90,0.41,37,-35,3
C2791,42800,89,9,48,0.54,0,-88,0
C2792,31700,81,15,68,0.2,67,-39,3
C2793,43400,60,50,0,0.68,0,-34,0
C2794,21500,70,23,32,0.47,18,1,0
C2795,40200,44,1,23,0.59,40,-3,0
C2796,41400,84,5,38,0.68,0,10,0
C2797,20000,38,64,5,0.72,5,19,0
C2798,47600,40,19,75,0.8,15,14,0
C2799,47000,33,45,79,0.22,50,-34,3
C2800,32500,68,38,16,0.62,31,42,0
C2801,63500,98,0,76,0.55,14,9,1
C2802,37700,71,0,92,0.35,13,-11,2
C2803,20000,47,37,95,0.42,59,-9,2
C2804,21300,54,35,26,0.78,68,-34,2
C2805,44900,52,50,43,0.54,21,19,0
C2806,56400,90,0,83,0.33,69,-22,3
C2807,20000,64,29,12,0.6,0,5,0
C2808,26100,47,21,47,0.66,23,-13,0
C2809,58800,52,18,75,0.62,29,12,0
C2810,49800,59,46,5,0.66,9,-7,0
C2811,75000,17,85,65,0.66,11,-32,0
C2812,73500,41,53,28,0.55,0,48,0
C2813,25700,62,19,65,0.55,2,33,0
C2814,64300,65,50,0,0.66,0,50,0
C2815,59200,47,69,68,0.39,60,38,0
C2816,61500,30,84,6,0.69,73,-20,0
C2817,29000,37,100,30,0.83,19,-48,0
C2818,58700,43,67,39,0.84,34,-65,0
C2819,31200,78,1,57,0.63,17,15,0
C2820,88600,6,95,23,0.93,0,-62,0
C2821,39600,42,27,20,0.69,74,4,2
C2822,32600,50,0,28,0.59,0,-4,0
C2823,51400,79,16,15,0.55,27,33,0
C2824,62200,22,91,71,0.76,10,31,0
C2825,32900,34,38,40,0.7,0,-32,0
C2826,36900,65,33,41,0.62,20,11,1
C2827,69300,78,37,0,0.61,0,47,0
C2828,45700,51,86,22,0.58,0,-73,0
C2829,20000,8,84,36,0.43,27,-3,0
C2830,21900,34,88,0,0.81,30,12,0
C2831,44700,62,41,40,0.73,0,8,0
C2832,34900,18,100,38,0.79,1,-10,0
C2833,51400,79,38,62,0.91,0,10,0
C2834,27100,0,100,7,0.4,6,-26,0
C2835,70100,81,0,9,0.65,12,-14,0
C2836,20000,46,41,85,0.7,54,-72,2
C2837,75800,90,0,70,0.36,90,4,3
C2838,82300,36,100,75,0.71,41,28,0
C2839,20000,48,38,63,0.68,50,-25,0
C2840,28300,18,49,6,0.99,0,12,0
C2841,47100,47,20,18,0.83,24,-2,0
C2842,37900,46,40,8,0.66,17,18,0
C2843,41400,89,0,0,0.58,10,-39,2
C2844,59700,47,43,93,0.61,21,-34,2
C2845,45200,67,50,24,0.74,3,6,0
C2846,35700,65,4,25,0.68,0,3,0
C2847,40500,31,81,81,0.73,10,-32,1
C2848,34300,64,21,25,0.68,41,43,0
C2849,51500,50,61,19,0.78,61,-26,0
C2850,38400,23,85,24,0.57,19,12,0
C2851,24000,42,89,83,0.32,22,-9,0
C2852,25900,33,59,35,0.99,0,-4,0
C2853,65800,78,0,24,0.66,28,-7,0
C2854,36500,45,9,62,0.43,61,-25,2
C2855,23900,36,56,7,0.57,8,-15,0
C2856,50800,84,29,4,0.58,14,-17,0
C2857,51700,49,34,59,0.92,26,0,0
C2858,20000,63,37,9,0.45,34,-1,0
C2859,31300,93,15,19,0.72,0,29,0
C2860,30900,60,22,85,0.63,0,-17,0
C2861,42900,83,24,27,0.35,54,7,1
C2862,30700,7,83,16,0.54,37,-19,0
C2863,23400,90,0,43,0.74,90,-48,2
C2864,43000,71,12,29,0.52,0,-15,0
C2865,25400,49,83,18,0.74,0,35,0
C2866,26100,88,22,87,0.41,0,4,0
C2867,39900,79,21,0,0.88,12,-19,0
C2868,44400,50,83,14,0.61,7,8,0
C2869,33500,59,63,80,0.25,55,-9,0
C2870,57200,7,42,23,0.95,0,15,0
C2871,20000,24,70,0,0.43,29,-75,1
C2872,60800,74,0,64,0.41,53,-17,2
C2873,43000,25,74,22,0.72,22,-39,1
C2874,38000,73,31,48,0.4,0,-35,0
C2875,20000,35,29,52,0.61,25,-53,1
C2876,21000,87,0,0,0.76,35,-1,0
C2877,68600,64,13,0,0.67,0,22,0
C2878,59500,70,59,60,0.69,51,-8,0
C2879,68700,91,28,0,0.53,8,-5,0
C2880,36700,0,95,20,0.55,60,13,0
C2881,91400,65,62,34,0.87,1,3,0
C2882,20700,40,54,13,0.62,18,-23,1
C2883,38600,76,26,8,0.6,21,52,0
C2884,20000,84,18,11,0.67,59,8,0
C2885,46200,65,57,16,0.58,0,0,0
C2886,34800,99,18,88,0.74,32,-48,2
C2887,49100,59,46,22,0.82,19,-9,0
C2888,20000,22,100,65,0.82,0,-52,0
C2889,37400,55,37,0,0.21,40,-41,1
C2890,52700,23,53,48,0.53,42,-34,1
C2891,47100,66,47,63,0.82,53,45,0
C2892,39700,78,26,14,0.47,28,4,0
C2893,69100,31,86,0,1.0,14,-33,0
C2894,33000,66,51,29,0.87,0,17,0
C2895,40400,41,46,0,0.6,0,26,0
C2896,20400,21,70,6,0.84,20,25,1
C2897,81100,26,76,18,0.5,0,5,0
C2898,48200,17,92,17,0.77,1,-2,0
C2899,35000,54,25,4,0.86,23,8,0
C2900,20000,73,51,43,0.42,0,22,0
C2901,51000,70,14,12,0.69,0,25,0
C2902,20000,51,65,71,0.54,28,-5,0
C2903,41700,37,45,34,0.92,13,-17,0
C2904,28800,92,6,17,0.86,31,-42,0
C2905,56200,91,22,7,0.5,56,-3,0
C2906,70300,43,66,39,0.55,18,-7,0
C2907,21600,59,12,100,0.67,27,-79,3
C2908,51800,23,77,78,0.64,0,41,0
C2909,49200,54,64,23,0.7,0,-9,0
C2910,31700,33,53,55,0.52,20,-3,0
C2911,20000,41,79,20,0.46,20,-7,0
C2912,84000,72,12,0,0.82,0,-11,0
C2913,51800,57,33,53,0.64,0,-9,0
C2914,43400,54,67,50,0.32,58,-49,2
C2915,23700,76,31,57,0.61,51,-27,0
C2916,48000,40,0,24,1.0,22,-28,0
C2917,40100,64,46,51,0.66,9,7,0
C2918,24900,47,95,38,0.71,28,-10,1
C2919,100200,60,26,0,0.86,15,40,0
C2920,33000,45,37,58,0.73,1,22,0
C2921,61500,95,0,4,0.67,11,-13,0
C2922,32600,33,100,67,0.72,13,-11,0
C2923,20000,7,74,26,0.43,13,-63,1
C2924,38100,81,24,13,0.52,0,6,0
C2925,23300,23,59,0,0.73,0,30,0
C2926,31600,63,30,82,0.78,23,-18,2
C2927,74000,0,86,14,0.71,67,0,1
C2928,20000,100,0,78,0.29,82,-62,3
C2929,20000,63,43,11,0.69,0,26,0
C2930,51200,85,44,82,0.65,35,21,0
C2931,20000,74,9,12,0.55,20,-8,0
C2932,40100,87,0,32,0.7,0,-27,0
C2933,32800,51,59,22,0.86,9,2,0
C2934,44300,62,16,39,0.64,11,-48,0
C2935,35100,66,8,38,0.99,6,-5,0
C2936,20000,23,59,13,0.71,30,5,0
C2937,30400,87,18,59,0.48,37,-41,1
C2938,33900,61,39,0,0.71,35,-8,0
C2939,20000,92,0,16,0.43,43,-46,2
C2940,34200,85,0,54,0.75,71,-4,0
C2941,60600,73,0,38,0.92,27,-23,0
C2942,34100,41,82,0,0.8,21,-26,0
C2943,38400,50,54,0,0.72,30,39,0
C2944,54100,88,0,9,0.71,23,-8,0
C2945,49200,47,33,0,0.86,0,-8,0
C2946,29200,69,62,36,0.66,23,0,0
C2947,45200,49,29,0,0.52,51,-40,0
C2948,27800,55,68,45,0.38,5,36,0
C2949,20000,31,83,16,0.56,0,-18,0
C2950,54400,69,88,88,0.5,49,-8,2
